device_id, stream_id, kernel id, kernel mangled name, grid_dimX, grid_dimY, grid_dimZ, #blocks, block_dimX, block_dimY, block_dimZ, #threads, total_insts, total_reported_insts
0, 0, kernel-1.trace, _Z5l1_bwPjS_PdS0_, 1, 1, 1, 1, 1024, 1, 1, 1024, 259264,259264
